Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
4.203523000,0,0,1,0,1,1,1,1
4.203524000,0,0,0,0,1,1,0,0
4.203602000,0,1,1,1,1,1,1,1
4.203628000,0,0,0,0,1,1,1,0
4.203629000,0,0,0,0,1,1,0,0
4.203680000,0,0,1,1,1,1,1,1
4.203681000,0,1,1,1,1,1,1,1
4.203706000,0,0,0,0,1,1,1,0
4.203707000,0,0,0,0,1,1,0,0
4.203732000,0,0,0,1,1,1,1,0
4.203733000,0,1,1,1,1,1,1,1
4.203810000,0,0,0,0,1,1,1,0
4.203811000,0,0,0,0,1,1,0,0
4.203836000,0,0,0,1,1,1,0,0
4.203837000,0,1,1,1,1,1,1,1
4.203862000,0,0,1,0,1,1,1,1
4.203863000,0,0,0,0,1,1,0,0
4.398114000,1,1,0,0,1,1,0,0
4.398140000,0,0,0,0,1,1,0,0
4.398296000,1,1,0,0,1,1,0,0
4.398348000,0,0,0,0,1,1,0,0
4.398400000,1,0,0,0,1,1,0,0
4.398401000,1,1,0,0,1,1,0,0
4.398427000,0,0,0,0,1,1,0,0
4.398478000,1,0,0,0,1,1,0,0
4.398479000,1,1,0,0,1,1,0,0
4.398635000,0,0,0,0,1,1,0,0
4.398687000,1,1,0,0,1,1,0,0
4.398739000,0,0,0,0,1,1,0,0
4.398765000,1,0,0,0,1,1,0,0
4.398766000,1,1,0,0,1,1,0,0
4.398817000,0,0,0,0,1,1,0,0
4.398843000,1,0,0,0,1,1,0,0
4.398844000,1,1,0,0,1,1,0,0
4.398922000,0,0,0,0,1,1,0,0
4.398974000,1,1,0,0,1,1,0,0
4.399026000,0,0,0,0,1,1,0,0
4.399052000,1,1,0,0,1,1,0,0
4.399208000,0,0,0,0,1,1,0,0
4.399261000,1,1,0,0,1,1,0,0
4.399495000,0,0,0,0,1,1,0,0
4.399548000,1,1,0,0,1,1,0,0
4.399574000,0,0,0,0,1,1,0,0
4.399600000,1,1,0,0,1,1,0,0
4.399782000,0,0,0,0,1,1,0,0
4.399834000,1,0,0,0,1,1,0,0
4.399835000,1,1,0,0,1,1,0,0
4.399912000,0,0,0,0,1,1,0,0
4.399938000,1,0,0,0,1,1,0,0
4.399939000,1,1,0,0,1,1,0,0
4.399991000,0,0,0,0,1,1,0,0
4.400017000,1,1,0,0,1,1,0,0
4.400069000,0,0,0,0,1,1,0,0
4.400121000,1,1,0,0,1,1,0,0
4.400199000,0,0,0,0,1,1,0,0
4.400251000,1,0,0,0,1,1,0,0
4.400252000,1,1,0,0,1,1,0,0
4.400277000,0,0,0,0,1,1,0,0
4.400329000,1,0,0,0,1,1,0,0
4.400330000,1,1,0,0,1,1,0,0
4.400356000,0,0,0,0,1,1,0,0
4.402756000,0,0,0,1,1,1,0,0
4.402757000,0,1,1,1,1,1,1,1
4.402782000,0,0,1,0,1,1,1,1
4.402783000,0,0,0,0,1,1,0,0
4.402939000,0,1,1,1,1,1,1,1
4.402991000,0,0,0,0,1,1,1,0
4.402992000,0,0,0,0,1,1,0,0
4.403017000,0,0,0,1,1,1,1,0
4.403018000,0,1,1,1,1,1,1,1
4.403043000,0,0,0,0,1,1,1,0
4.403044000,0,0,0,0,1,1,0,0
4.403095000,0,0,0,1,1,1,0,0
4.403096000,0,1,1,1,1,1,1,1
4.403251000,0,0,1,1,1,1,1,1
4.403252000,0,0,0,0,1,1,1,0
4.403253000,0,0,0,0,1,1,0,0
4.403278000,0,1,1,1,1,1,1,1
4.403330000,0,0,0,0,1,1,1,0
4.403331000,0,0,0,0,1,1,0,0
4.403356000,0,0,0,1,1,1,1,0
4.403357000,0,1,1,1,1,1,1,1
4.403512000,0,0,1,0,1,1,1,1
4.403513000,0,0,0,0,1,1,0,0
4.403539000,0,1,1,1,1,1,1,1
4.403695000,0,0,0,0,1,1,1,0
4.403696000,0,0,0,0,1,1,0,0
4.403747000,0,0,0,1,1,1,1,0
4.403748000,0,1,1,1,1,1,1,1
4.403773000,0,0,0,0,1,1,1,0
4.403774000,0,0,0,0,1,1,0,0
4.403799000,0,0,0,1,1,1,0,0
4.403800000,0,1,1,1,1,1,1,1
4.403981000,0,0,1,1,1,1,1,1
4.403982000,0,0,0,0,1,1,1,0
4.403983000,0,0,0,0,1,1,0,0
4.404060000,0,0,0,1,1,1,1,1
4.404061000,0,1,1,1,1,1,1,1
4.404086000,0,0,0,0,1,1,1,0
4.404087000,0,0,0,0,1,1,0,0
4.404112000,0,0,0,1,1,1,1,0
4.404113000,0,1,1,1,1,1,1,1
4.404164000,0,0,0,0,1,1,1,0
4.404165000,0,0,0,0,1,1,0,0
4.404242000,0,0,0,1,1,1,0,0
4.404243000,0,1,1,1,1,1,1,1
4.404268000,0,0,1,0,1,1,1,1
4.404269000,0,0,0,0,1,1,0,0
4.404321000,0,1,1,1,1,1,1,1
4.404346000,0,0,1,1,1,1,1,1
4.404347000,0,0,0,0,1,1,1,0
4.404348000,0,0,0,0,1,1,0,0
4.404373000,0,1,1,1,1,1,1,1
4.404451000,0,0,0,0,1,1,1,0
4.404452000,0,0,0,0,1,1,0,0
4.404477000,0,0,0,1,1,1,1,0
4.404478000,0,1,1,1,1,1,1,1
4.404503000,0,0,0,0,1,1,1,0
4.404504000,0,0,0,0,1,1,0,0
4.601713000,1,1,0,0,1,1,0,0
4.601739000,0,0,0,0,1,1,0,0
4.601895000,1,1,0,0,1,1,0,0
4.601947000,0,0,0,0,1,1,0,0
4.601999000,1,0,0,0,1,1,0,0
4.602000000,1,1,0,0,1,1,0,0
4.602025000,1,0,0,0,1,1,0,0
4.602026000,0,0,0,0,1,1,0,0
4.602077000,1,0,0,0,1,1,0,0
4.602078000,1,1,0,0,1,1,0,0
4.602234000,0,0,0,0,1,1,0,0
4.602286000,1,1,0,0,1,1,0,0
4.602338000,0,0,0,0,1,1,0,0
4.602364000,1,1,0,0,1,1,0,0
4.602416000,0,0,0,0,1,1,0,0
4.602442000,1,0,0,0,1,1,0,0
4.602443000,1,1,0,0,1,1,0,0
4.602520000,0,0,0,0,1,1,0,0
4.602573000,1,1,0,0,1,1,0,0
4.602599000,0,0,0,0,1,1,0,0
4.602651000,1,1,0,0,1,1,0,0
4.602807000,0,0,0,0,1,1,0,0
4.602860000,1,1,0,0,1,1,0,0
4.603094000,0,0,0,0,1,1,0,0
4.603146000,1,0,0,0,1,1,0,0
4.603147000,1,1,0,0,1,1,0,0
4.603173000,0,0,0,0,1,1,0,0
4.603199000,1,1,0,0,1,1,0,0
4.603381000,0,0,0,0,1,1,0,0
4.603433000,1,0,0,0,1,1,0,0
4.603434000,1,1,0,0,1,1,0,0
4.603459000,0,0,0,0,1,1,0,0
4.603485000,1,0,0,0,1,1,0,0
4.603486000,1,1,0,0,1,1,0,0
4.603511000,0,0,0,0,1,1,0,0
4.603537000,1,0,0,0,1,1,0,0
4.603538000,1,1,0,0,1,1,0,0
4.603564000,0,0,0,0,1,1,0,0
4.603642000,1,1,0,0,1,1,0,0
4.603668000,0,0,0,0,1,1,0,0
4.603720000,1,1,0,0,1,1,0,0
4.603798000,0,0,0,0,1,1,0,0
4.603850000,1,1,0,0,1,1,0,0
4.603876000,0,0,0,0,1,1,0,0
4.603902000,1,0,0,0,1,1,0,0
4.603903000,1,1,0,0,1,1,0,0
4.603928000,0,0,0,0,1,1,0,0
4.606425000,0,0,0,1,1,1,0,0
4.606426000,0,1,1,1,1,1,1,1
4.606451000,0,0,1,0,1,1,1,1
4.606452000,0,0,0,0,1,1,0,0
4.606608000,0,1,1,1,1,1,1,1
4.606660000,0,0,0,0,1,1,1,0
4.606661000,0,0,0,0,1,1,0,0
4.606686000,0,0,0,1,1,1,1,0
4.606687000,0,1,1,1,1,1,1,1
4.606712000,0,0,0,0,1,1,1,0
4.606713000,0,0,0,0,1,1,0,0
4.606764000,0,0,0,1,1,1,0,0
4.606765000,0,1,1,1,1,1,1,1
4.606921000,0,0,0,0,1,1,1,0
4.606922000,0,0,0,0,1,1,0,0
4.606947000,0,1,1,1,1,1,1,1
4.606999000,0,0,0,0,1,1,1,0
4.607000000,0,0,0,0,1,1,0,0
4.607025000,0,0,0,1,1,1,1,0
4.607026000,0,1,1,1,1,1,1,1
4.607181000,0,0,1,0,1,1,1,1
4.607182000,0,0,0,0,1,1,0,0
4.607208000,0,1,1,1,1,1,1,1
4.607364000,0,0,0,0,1,1,1,0
4.607365000,0,0,0,0,1,1,0,0
4.607416000,0,0,0,1,1,1,0,0
4.607417000,0,1,1,1,1,1,1,1
4.607442000,0,0,1,0,1,1,1,1
4.607443000,0,0,0,0,1,1,0,0
4.607468000,0,0,0,1,1,1,0,0
4.607469000,0,1,1,1,1,1,1,1
4.607651000,0,0,0,0,1,1,1,0
4.607652000,0,0,0,0,1,1,0,0
4.607729000,0,0,0,1,1,1,1,0
4.607730000,0,1,1,1,1,1,1,1
4.607755000,0,0,0,0,1,1,1,0
4.607756000,0,0,0,0,1,1,0,0
4.607781000,0,0,0,1,1,1,0,0
4.607782000,0,1,1,1,1,1,1,1
4.607833000,0,0,1,0,1,1,1,1
4.607834000,0,0,0,0,1,1,0,0
4.607912000,0,1,1,1,1,1,1,1
4.607937000,0,0,1,1,1,1,1,1
4.607938000,0,0,0,0,1,1,1,0
4.607939000,0,0,0,0,1,1,0,0
4.607990000,0,0,1,1,1,1,1,1
4.607991000,0,1,1,1,1,1,1,1
4.608016000,0,0,0,0,1,1,1,0
4.608017000,0,0,0,0,1,1,0,0
4.608042000,0,0,0,1,1,1,1,0
4.608043000,0,1,1,1,1,1,1,1
4.608120000,0,0,0,0,1,1,1,0
4.608121000,0,0,0,0,1,1,0,0
4.608146000,0,0,0,1,1,1,0,0
4.608147000,0,1,1,1,1,1,1,1
4.608172000,0,0,1,0,1,1,1,1
4.608173000,0,0,0,0,1,1,0,0
4.806154000,1,1,0,0,1,1,0,0
4.806180000,0,0,0,0,1,1,0,0
4.806336000,1,1,0,0,1,1,0,0
4.806388000,0,0,0,0,1,1,0,0
4.806440000,1,0,0,0,1,1,0,0
4.806441000,1,1,0,0,1,1,0,0
4.806466000,0,0,0,0,1,1,0,0
4.806518000,1,0,0,0,1,1,0,0
4.806519000,1,1,0,0,1,1,0,0
4.806675000,0,0,0,0,1,1,0,0
4.806727000,1,1,0,0,1,1,0,0
4.806779000,0,0,0,0,1,1,0,0
4.806805000,1,1,0,0,1,1,0,0
4.806857000,0,0,0,0,1,1,0,0
4.806883000,1,0,0,0,1,1,0,0
4.806884000,1,1,0,0,1,1,0,0
4.806961000,0,0,0,0,1,1,0,0
4.807014000,1,1,0,0,1,1,0,0
4.807092000,0,0,0,0,1,1,0,0
4.807118000,1,1,0,0,1,1,0,0
4.807248000,0,0,0,0,1,1,0,0
4.807301000,1,1,0,0,1,1,0,0
4.807535000,0,0,0,0,1,1,0,0
4.807587000,1,0,0,0,1,1,0,0
4.807588000,1,1,0,0,1,1,0,0
4.807613000,0,0,0,0,1,1,0,0
4.807639000,1,0,0,0,1,1,0,0
4.807640000,1,1,0,0,1,1,0,0
4.807822000,0,0,0,0,1,1,0,0
4.807874000,1,1,0,0,1,1,0,0
4.807952000,0,0,0,0,1,1,0,0
4.807978000,1,0,0,0,1,1,0,0
4.807979000,1,1,0,0,1,1,0,0
4.808056000,0,0,0,0,1,1,0,0
4.808161000,1,1,0,0,1,1,0,0
4.808187000,0,0,0,0,1,1,0,0
4.808213000,1,1,0,0,1,1,0,0
4.808239000,0,0,0,0,1,1,0,0
4.808291000,1,1,0,0,1,1,0,0
4.808317000,0,0,0,0,1,1,0,0
4.808369000,1,0,0,0,1,1,0,0
4.808370000,1,1,0,0,1,1,0,0
4.808395000,0,0,0,0,1,1,0,0
4.810620000,0,1,1,1,1,1,1,1
4.810645000,0,0,1,1,1,1,1,1
4.810646000,0,0,0,0,1,1,1,0
4.810647000,0,0,0,0,1,1,0,0
4.810802000,0,0,0,1,1,1,1,0
4.810803000,0,1,1,1,1,1,1,1
4.810854000,0,0,0,0,1,1,1,0
4.810855000,0,0,0,0,1,1,0,0
4.810880000,0,0,0,1,1,1,0,0
4.810881000,0,1,1,1,1,1,1,1
4.810906000,0,0,1,0,1,1,1,1
4.810907000,0,0,0,0,1,1,0,0
4.810959000,0,1,1,1,1,1,1,1
4.811115000,0,0,0,0,1,1,1,0
4.811116000,0,0,0,0,1,1,0,0
4.811141000,0,0,0,1,1,1,1,0
4.811142000,0,1,1,1,1,1,1,1
4.811193000,0,0,0,0,1,1,1,0
4.811194000,0,0,0,0,1,1,0,0
4.811219000,0,0,0,1,1,1,0,0
4.811220000,0,1,1,1,1,1,1,1
4.811376000,0,0,0,0,1,1,1,0
4.811377000,0,0,0,0,1,1,0,0
4.811402000,0,0,1,1,1,1,1,1
4.811403000,0,1,1,1,1,1,1,1
4.811558000,0,0,1,0,1,1,1,1
4.811559000,0,0,0,0,1,1,0,0
4.811611000,0,1,1,1,1,1,1,1
4.811636000,0,0,1,1,1,1,1,1
4.811637000,0,0,0,0,1,1,1,0
4.811638000,0,0,0,0,1,1,0,0
4.811663000,0,1,1,1,1,1,1,1
4.811845000,0,0,0,0,1,1,1,1
4.811846000,0,0,0,0,1,1,0,0
4.811924000,0,1,1,1,1,1,1,1
4.811949000,0,0,1,1,1,1,1,1
4.811950000,0,0,0,0,1,1,1,0
4.811951000,0,0,0,0,1,1,0,0
4.811976000,0,1,1,1,1,1,1,1
4.812028000,0,0,0,0,1,1,1,0
4.812029000,0,0,0,0,1,1,0,0
4.812106000,0,0,0,1,1,1,1,0
4.812107000,0,1,1,1,1,1,1,1
4.812132000,0,0,0,0,1,1,1,0
4.812133000,0,0,0,0,1,1,0,0
4.812184000,0,0,0,1,1,1,0,0
4.812185000,0,1,1,1,1,1,1,1
4.812210000,0,0,1,0,1,1,1,1
4.812211000,0,0,0,0,1,1,0,0
4.812237000,0,1,1,1,1,1,1,1
4.812314000,0,0,1,1,1,1,1,1
4.812315000,0,0,0,0,1,1,1,0
4.812316000,0,0,0,0,1,1,0,0
4.812341000,0,1,1,1,1,1,1,1
4.812367000,0,0,0,0,1,1,1,0
4.812368000,0,0,0,0,1,1,0,0
5.010171000,1,1,0,0,1,1,0,0
5.010197000,0,0,0,0,1,1,0,0
5.010353000,1,1,0,0,1,1,0,0
5.010405000,0,0,0,0,1,1,0,0
5.010457000,1,0,0,0,1,1,0,0
5.010458000,1,1,0,0,1,1,0,0
5.010483000,0,0,0,0,1,1,0,0
5.010535000,1,0,0,0,1,1,0,0
5.010536000,1,1,0,0,1,1,0,0
5.010692000,0,0,0,0,1,1,0,0
5.010744000,1,1,0,0,1,1,0,0
5.010796000,0,0,0,0,1,1,0,0
5.010822000,1,1,0,0,1,1,0,0
5.010874000,0,0,0,0,1,1,0,0
5.010900000,1,0,0,0,1,1,0,0
5.010901000,1,1,0,0,1,1,0,0
5.010978000,0,0,0,0,1,1,0,0
5.011031000,1,1,0,0,1,1,0,0
5.011057000,0,0,0,0,1,1,0,0
5.011083000,1,1,0,0,1,1,0,0
5.011109000,0,0,0,0,1,1,0,0
5.011135000,1,1,0,0,1,1,0,0
5.011265000,0,0,0,0,1,1,0,0
5.011317000,1,0,0,0,1,1,0,0
5.011318000,1,1,0,0,1,1,0,0
5.011552000,0,0,0,0,1,1,0,0
5.011604000,1,0,0,0,1,1,0,0
5.011605000,1,1,0,0,1,1,0,0
5.011630000,0,0,0,0,1,1,0,0
5.011656000,1,0,0,0,1,1,0,0
5.011657000,1,1,0,0,1,1,0,0
5.011838000,0,0,0,0,1,1,0,0
5.011891000,1,1,0,0,1,1,0,0
5.011917000,0,0,0,0,1,1,0,0
5.011943000,1,1,0,0,1,1,0,0
5.011969000,0,0,0,0,1,1,0,0
5.011995000,1,1,0,0,1,1,0,0
5.012021000,0,0,0,0,1,1,0,0
5.012047000,1,1,0,0,1,1,0,0
5.012099000,0,0,0,0,1,1,0,0
5.012177000,1,0,0,0,1,1,0,0
5.012178000,1,1,0,0,1,1,0,0
5.012204000,0,0,0,0,1,1,0,0
5.012229000,1,0,0,0,1,1,0,0
5.012230000,1,1,0,0,1,1,0,0
5.012256000,0,0,0,0,1,1,0,0
5.012308000,1,1,0,0,1,1,0,0
5.012334000,0,0,0,0,1,1,0,0
5.012360000,1,1,0,0,1,1,0,0
5.012386000,0,0,0,0,1,1,0,0
5.014849000,0,1,1,1,1,1,1,1
5.014874000,0,0,1,1,1,1,1,1
5.014875000,0,0,0,0,1,1,1,0
5.014876000,0,0,0,0,1,1,0,0
5.015031000,0,0,0,1,1,1,1,0
5.015032000,0,1,1,1,1,1,1,1
5.015083000,0,0,1,0,1,1,1,1
5.015084000,0,0,0,0,1,1,0,0
5.015109000,0,0,0,1,1,1,0,0
5.015110000,0,1,1,1,1,1,1,1
5.015135000,0,0,1,0,1,1,1,1
5.015136000,0,0,0,0,1,1,0,0
5.015188000,0,1,1,1,1,1,1,1
5.015344000,0,0,0,0,1,1,1,0
5.015345000,0,0,0,0,1,1,0,0
5.015370000,0,0,0,1,1,1,0,0
5.015371000,0,1,1,1,1,1,1,1
5.015422000,0,0,1,0,1,1,1,1
5.015423000,0,0,0,0,1,1,0,0
5.015449000,0,1,1,1,1,1,1,1
5.015605000,0,0,0,0,1,1,1,0
5.015606000,0,0,0,0,1,1,0,0
5.015631000,0,0,0,1,1,1,1,0
5.015632000,0,1,1,1,1,1,1,1
5.015787000,0,0,1,0,1,1,1,1
5.015788000,0,0,0,0,1,1,0,0
5.015840000,0,1,1,1,1,1,1,1
5.015865000,0,0,1,1,1,1,1,1
5.015866000,0,0,0,0,1,1,1,0
5.015867000,0,0,0,0,1,1,0,0
5.015892000,0,1,1,1,1,1,1,1
5.016074000,0,0,1,0,1,1,1,1
5.016075000,0,0,0,0,1,1,0,0
5.016153000,0,1,1,1,1,1,1,1
5.016178000,0,0,1,1,1,1,1,1
5.016179000,0,0,0,0,1,1,1,0
5.016180000,0,0,0,0,1,1,0,0
5.016205000,0,1,1,1,1,1,1,1
5.016257000,0,0,0,0,1,1,1,0
5.016258000,0,0,0,0,1,1,0,0
5.016335000,0,0,0,1,1,1,0,0
5.016336000,0,1,1,1,1,1,1,1
5.016361000,0,0,0,0,1,1,1,0
5.016362000,0,0,0,0,1,1,0,0
5.016413000,0,0,0,1,1,1,0,0
5.016414000,0,1,1,1,1,1,1,1
5.016439000,0,0,1,0,1,1,1,1
5.016440000,0,0,0,0,1,1,0,0
5.016466000,0,1,1,1,1,1,1,1
5.016544000,0,0,0,0,1,1,1,0
5.016545000,0,0,0,0,1,1,0,0
5.016570000,0,1,1,1,1,1,1,1
5.016596000,0,0,0,0,1,1,1,0
5.016597000,0,0,0,0,1,1,0,0
5.213769000,1,0,0,0,1,1,0,0
5.213770000,1,1,0,0,1,1,0,0
5.213796000,0,0,0,0,1,1,0,0
5.213952000,1,1,0,0,1,1,0,0
5.214004000,0,0,0,0,1,1,0,0
5.214056000,1,1,0,0,1,1,0,0
5.214082000,0,0,0,0,1,1,0,0
5.214134000,1,0,0,0,1,1,0,0
5.214135000,1,1,0,0,1,1,0,0
5.214290000,1,0,0,0,1,1,0,0
5.214291000,0,0,0,0,1,1,0,0
5.214343000,1,1,0,0,1,1,0,0
5.214395000,0,0,0,0,1,1,0,0
5.214421000,1,1,0,0,1,1,0,0
5.214473000,0,0,0,0,1,1,0,0
5.214499000,1,1,0,0,1,1,0,0
5.214577000,0,0,0,0,1,1,0,0
5.214630000,1,1,0,0,1,1,0,0
5.214682000,0,0,0,0,1,1,0,0
5.214734000,1,1,0,0,1,1,0,0
5.214864000,0,0,0,0,1,1,0,0
5.214916000,1,0,0,0,1,1,0,0
5.214917000,1,1,0,0,1,1,0,0
5.215151000,0,0,0,0,1,1,0,0
5.215203000,1,1,0,0,1,1,0,0
5.215229000,0,0,0,0,1,1,0,0
5.215255000,1,1,0,0,1,1,0,0
5.215437000,0,0,0,0,1,1,0,0
5.215490000,1,1,0,0,1,1,0,0
5.215516000,0,0,0,0,1,1,0,0
5.215542000,1,1,0,0,1,1,0,0
